smiles,logP,qed,SAS
CC1=C(CC(O)CC(O)/C=C\C=C\C(C)=C\C=C\C(C)C(O)C(C)CCc2ccccc2)N(CCO)C(C)(O)C1=O,4.228700000000005,0.1896389663611328,4.990917566705834
COCc1ccc(O)c(NC(C)=O)c1,1.497,0.7183423763709779,1.883495970307525
COc1cc(O)c2c(c1OC)/C=C/C[C@H](O)[C@@H](O)C(=O)CCC[C@H](C)OC2=O,1.8327999999999995,0.6495644391166396,4.30967505701588
COc1cc(CO)oc(=O)c1C,0.4491199999999998,0.6995696037870012,2.495946849869375
O=C1N[C@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@H]12,0.4240999999999995,0.8095877802891494,2.887652732110716
COc1cc(C(=O)S)nc2c(O)cccc12,2.0189999999999992,0.781723107819858,2.560148475348333
CCC(C)CC(C)C1=Cc2cc3c(c(O)c2CO1)C(=O)C(=O)C(OC)=C3,4.088300000000004,0.8046588065309911,4.214835083755892
CCCCCC[C@H]1C=C([C@]2(C(=O)OC)C[C@@H]([C@H](O)[C@@H]3CC=CC(=O)O3)C[C@@]23C(=O)OC(=O)/C3=C\O)C(=O)O1,2.1223,0.1116472345679301,5.833130389913835
C[C@H]1C/C=C\[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)NC(=O)C23[C@H](O)/C=C\[C@@](C)(O)C1=O,2.586700000000001,0.4606527376533141,6.055149773777051
COc1cc2[nH]c1C=C1C=CC(=N1)CCCCCCCCCc1ccc-2[nH]1,6.047000000000005,0.6367366153533861,5.305088818930966
C/C=C(\Cl)C1=CC(=O)[C@H](Cl)[C@@]1(O)C(=O)OC,1.1496,0.6005417125598798,4.547783158243474
CC1=C2C[C@](C)(CO)C[C@@H]2C[C@@]2(C)CC[C@@]12O,2.646400000000001,0.6871284011094303,4.952828393864341
CCc1ccc(CC(C)C)c(=O)o1,2.4007000000000005,0.7145992463064211,2.3654806291297064
C/C=C/C=C/C=C/[C@@H]1Cc2c(C)c(OC)cc(O[C@@H]3O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]3O)c2C(=O)O1,1.5231199999999987,0.3524657542422819,4.674895654378148
COC1=CC(=O)[C@]2(C)O[C@@]23CC(C)OC13O,0.1245000000000001,0.6432862471321289,5.488333090732947
CC(CC(=O)CC(C)C1C[C@H](O)[C@@]2(C)C3=C(C(=O)CC12C)C1(C)CC[C@H](O)C(C)(C)C1C[C@@H]3O)C(=O)O,3.9233000000000033,0.4188770134014887,5.215436618121887
